label,Near earth,Magnitude,Eccentricity,Semi-major axis (AU),Perihelion distance (AU),Rotation period (s)
(AT31),N,13.4,0.1473,3.2063,2.734,
(AT33),N,11.5,0.0511,5.1507,4.8873,
(AT4),N,13.5,0.0493,3.0867,2.9346,
(AT40),N,13.5,0.0853,3.015,2.7577,
(AT44),N,12.5,0.0812,5.3011,4.8708,25297.2
(AT50),N,13.8,0.1302,2.6811,2.332,
(AT85),N,13.7,0.054,3.0656,2.9001,
(AU),N,12.8,0.1724,2.5962,2.1486,10123.2
(AU),N,13.1,0.1334,2.5337,2.1957,
(AU),N,13.7,0.1463,2.3559,2.0113,78840
(AU1),N,10.3,0.0765,5.1723,4.7768,71460
(AU102),N,12.9,0.1343,3.1253,2.7056,
(AU128),N,13.3,0.1345,3.1453,2.7222,
(AU142),N,12.7,0.0681,3.0032,2.7986,15080.4
(AU143),N,13.9,0.0731,2.791,2.5869,35884.8
(AU144),N,13.5,0.1343,2.6303,2.2771,
(AU177),N,12.4,0.1739,3.152,2.6038,
(AU181),N,13.9,0.0992,3.1089,2.8005,
(AU195),N,13.4,0.1177,2.6155,2.3076,
(AU21),N,13.7,0.0893,2.9995,2.7315,
(AU3),N,13.5,0.1498,2.9337,2.4943,264668.4
(AU3),N,12.8,0.1794,2.641,2.1673,23443.2
(AU31),N,11.9,0.1459,5.1406,4.3907,1288800
(AU45),N,11.5,0.0132,5.2277,5.1585,
(AU5),N,13.1,0.046,2.9755,2.8385,
(AU50),N,13.4,0.063,2.9596,2.773,
(AU57),N,11.3,0.0583,5.3373,5.0259,1682125.2
(AU6),N,13.9,0.1777,3.1921,2.6249,
(AU61),N,13.1,0.0823,5.176,4.7501,
(AU61),N,13.2,0.16,2.567,2.1563,20808
(AU66),N,12.7,0.1391,5.2062,4.4821,
(AU84),N,13.8,0.0857,3.1037,2.8376,
(AU90),N,13.7,0.1175,3.0919,2.7287,
(AU92),N,13.1,0.0325,5.196,5.0274,
(AV),N,13.5,0.0234,3.1701,3.0958,
(AV),N,13,0.0032,3.1509,3.1409,
(AV103),N,13.6,0.1771,3.0729,2.5286,
(AV106),N,13.4,0.0553,5.1321,4.8483,
(AV107),N,12.3,0.1691,4.0051,3.3279,21408.84
(AV110),N,12.2,0.1381,3.964,3.4167,
(AV117),N,13.4,0.1243,3.1423,2.7518,
(AV121),N,12.3,0.1622,5.1728,4.3336,
(AV121),N,13.9,0.0543,5.1296,4.851,
(AV136),N,13.7,0.1346,2.5836,2.2358,
(AV137),N,13.8,0.1682,2.5703,2.1379,
(AV143),N,13.3,0.0891,2.9893,2.723,
(AV183),N,12.5,0.2641,3.9733,2.9241,
(AV196),N,13.4,0.1703,3.1637,2.625,
(AV198),N,13.6,0.076,3.0621,2.8293,
(AV210),N,13.6,0.0842,5.1931,4.7557,
(AV241),N,13.4,0.0534,3.3764,3.1961,
(AV37),N,12.1,0.0843,5.2323,4.7914,
(AV4),N,13.5,0.1134,3.1055,2.7533,37980
(AV4),N,13.3,0.0565,2.792,2.6342,
(AV45),N,12.4,0.0822,5.1949,4.7677,
(AV63),N,12.1,0.0139,5.1433,5.072,
(AV87),N,13.8,0.06,2.9743,2.7957,
(AV93),N,12.9,0.0775,5.235,4.8294,
(AW),N,13.6,0.1276,3.1565,2.7536,
(AW125),N,13.6,0.0385,2.7161,2.6114,
(AW126),N,13.1,0.1934,2.6838,2.1646,
(AW128),N,13.3,0.0069,2.9455,2.925,
(AW154),N,13.5,0.0931,3.2285,2.928,
(AW158),N,13.7,0.0568,3.0585,2.8849,
(AW183),N,11.7,0.1569,5.1791,4.3666,
(AW186),N,13.8,0.112,3.0804,2.7353,
(AW2),N,13.5,0.1625,3.0338,2.541,6840
(AW2),N,13.6,0.2127,2.3312,1.8353,
(AW21),N,13.9,0.0564,5.1907,4.8977,
(AW211),N,13.7,0.1854,2.5702,2.0938,22068.972
(AW225),N,12.7,0.0344,5.262,5.0808,
(AW234),N,13.3,0.0584,3.9332,3.7036,
(AW33),N,13.1,0.2549,3.0637,2.2828,61186.68
(AW34),N,11.6,0.0453,5.132,4.8997,
(AW34),N,13.6,0.0628,3.1515,2.9536,
(AW44),N,13.1,0.2095,3.1023,2.4522,19587.564
(AW5),N,13.5,0.0986,3.139,2.8294,
(AW57),N,12.9,0.0362,3.1553,3.0412,
(AW8),N,13.4,0.134,3.1424,2.7212,
(AW91),N,13.6,0.1923,3.1646,2.5559,
(AW98),N,12.8,0.2216,3.1061,2.4179,
(AX),N,13.7,0.1194,2.687,2.3662,
(AX1),N,13.5,0.0954,2.8793,2.6046,4140
(AX1),N,13.3,0.1543,2.5965,2.1958,
(AX100),N,13.4,0.0957,3.1985,2.8923,
(AX101),N,13.6,0.1385,2.5863,2.2281,
(AX130),N,12.3,0.0373,5.2874,5.09,
(AX137),N,13.9,0.1909,3.0968,2.5056,16784.1792
(AX138),N,13.3,0.1922,3.1596,2.5522,
(AX166),N,12,0.0447,5.1612,4.9302,
(AX175),N,13.9,0.1794,3.1228,2.5626,
(AX180),N,12.6,0.146,3.9758,3.3954,104256
(AX193),N,11.3,0.0279,5.273,5.1261,19249.2
(AX197),N,13.9,0.0829,2.8333,2.5986,
(AX2),N,12.8,0.1033,3.0166,2.7051,29278.8
(AX237),N,13.2,0.1669,3.1204,2.5995,
(AX25),N,12.9,0.1232,3.1582,2.7692,
(AX29),N,11.7,0.0875,5.2278,4.7705,
(AX3),N,13.6,0.0764,2.6552,2.4524,
(AX46),N,11.7,0.0566,5.2528,4.9556,
(AX63),N,13.2,0.0875,2.9936,2.7316,
(AX7),N,12.5,0.0459,3.1645,3.0193,
(AX77),N,13.8,0.1087,3.2038,2.8557,
(AX8),N,12.4,0.064,5.1163,4.7888,
(AX87),N,13.9,0.0947,5.1648,4.6757,
(AX95),N,13.7,0.1032,2.9859,2.6777,
(AX98),N,13.6,0.1367,2.8847,2.4903,
(AY),N,13.1,0.1512,3.1261,2.6533,94608
(AY),N,13.4,0.0571,3.0491,2.8751,
(AY113),N,13.8,0.2527,3.014,2.2523,
(AY117),N,13.2,0.1554,2.588,2.1858,
(AY123),N,13.5,0.1477,3.1485,2.6834,
(AY124),N,13.7,0.0885,2.982,2.718,
(AY149),N,13.4,0.2411,3.1268,2.3727,
(AY150),N,13.2,0.1973,2.9326,2.3541,
(AY161),N,12,0.0423,5.2014,4.9811,38520
(AY182),N,11.5,0.0684,5.2463,4.8872,
(AY189),N,13.3,0.1921,2.7054,2.1856,
(AY197),N,13.7,0.0844,3.3823,3.097,
(AY2),N,12.8,0.2436,3.1496,2.3824,
(AY2),N,13.7,0.114,2.7094,2.4004,
(AY203),N,13.6,0.047,2.5707,2.4498,
(AY253),N,12.6,0.1273,5.245,4.5775,
(AY26),N,13.4,0.0537,5.1402,4.8639,
(AY3),N,12.1,0.2702,3.1733,2.3159,
(AY47),N,13.9,0.08,3.2152,2.9581,
(AY61),N,13.8,0.2363,2.7386,2.0916,
(AY62),N,13.7,0.1242,3.0683,2.6871,
(AY82),N,12.7,0.0546,5.1793,4.8965,
(AZ),N,13.1,0.0684,3.0689,2.8591,
(AZ1),N,13.6,0.1168,3.1899,2.8174,
(AZ120),N,13.9,0.1495,2.6611,2.2633,19728
(AZ126),N,13.3,0.1677,2.8027,2.3326,
(AZ127),N,13.5,0.1306,3.1574,2.7452,
(AZ138),N,13.8,0.0553,2.9424,2.7796,
(AZ177),N,13.1,0.2939,2.6554,1.875,44820
(AZ18),N,13.2,0.0472,5.2784,5.0294,
(AZ197),N,13.4,0.1204,3.0985,2.7254,
(AZ201),N,13.2,0.0367,2.9932,2.8834,27312.228
(AZ230),N,13.7,0.0462,3.2439,3.0939,
(AZ234),N,13.4,0.0376,3.3766,3.2496,
(AZ3),N,13.6,0.0153,2.8885,2.8443,
(AZ51),N,13.8,0.1772,3.1571,2.5975,
(AZ6),N,13.1,0.0345,2.9912,2.888,
(AZ63),N,13.2,0.063,5.1013,4.7797,
(AZ66),N,12.9,0.1209,3.043,2.675,
(AZ7),N,12.3,0.0204,3.1476,3.0833,
(BA1),N,13.5,0.0858,3.1666,2.8948,
(BA1),N,13.4,0.1376,3.0878,2.663,
(BA12),N,13.7,0.094,2.6113,2.3659,10944
(BA13),N,13.9,0.0865,3.0333,2.7708,
(BA15),N,12.4,0.0577,5.3568,5.0475,
(BA157),N,13.1,0.1335,5.2893,4.5834,
(BA18),N,13.7,0.0355,3.2431,3.1279,
(BA213),N,12.7,0.0727,5.2422,4.8613,
(BA24),N,13.5,0.0981,3.0398,2.7414,
(BA27),N,11.6,0.0562,5.2868,4.99,
(BA3),N,13.6,0.1214,2.7988,2.459,
(BA42),N,13.7,0.0067,3.5635,3.5396,
(BA44),N,12.9,0.0786,3.1449,2.8976,22262.4
(BA7),N,12.7,0.0609,2.775,2.6061,
(BA9),N,12.9,0.0918,3.1689,2.878,
(BB),N,12.9,0.1612,2.781,2.3328,
(BB),N,13.1,0.1549,2.7665,2.3378,
(BB),N,13.5,0.1529,2.4091,2.0408,
(BB122),N,13.9,0.214,3.1101,2.4447,
(BB19),N,13.7,0.1781,3.1401,2.5809,
(BB2),N,12.2,0.127,3.1294,2.732,
(BB2),N,13.1,0.2692,2.651,1.9373,
(BB20),N,12.1,0.0707,5.224,4.8549,
(BB26),N,13.8,0.1479,3.0756,2.6207,67752
(BB33),N,13.9,0.0609,3.1165,2.9267,
(BB46),N,13.5,0.0819,5.2687,4.8374,
(BB48),N,13.7,0.1764,2.7799,2.2895,
(BB5),N,12.8,0.213,3.1794,2.5021,
(BB62),N,12,0.0485,5.1907,4.9391,
(BB7),N,13.8,0.0542,3.1191,2.95,
(BC),N,13.7,0.239,3.1361,2.3866,
(BC),N,12.8,0.1358,2.7558,2.3816,
(BC),N,12.8,0.2275,2.6816,2.0716,23540.4
(BC1),N,12.8,0.1834,3.1819,2.5983,
(BC1),N,12.9,0.1493,3.1798,2.7049,
(BC12),N,12.8,0.0327,3.0377,2.9383,71164.8
(BC13),N,13.7,0.1161,3.1106,2.7494,
(BC142),N,13,0.0266,5.146,5.0091,
(BC2),N,12.5,0.1171,3.0005,2.6493,
(BC26),N,13.8,0.1035,3.1036,2.7822,
(BC26),N,13,0.18,2.4141,1.9796,21566.88
(BC3),N,13.6,0.0252,3.499,3.411,
(BC33),N,13.4,0.1279,5.2773,4.6025,
(BC4),N,12.8,0.0329,3.0718,2.9707,
(BC41),N,12.2,0.1447,2.6296,2.2491,
(BC52),N,13.7,0.0704,5.1618,4.7983,
(BC56),N,13.3,0.0331,5.1391,4.9688,
(BC76),N,11.7,0.042,5.241,5.0211,31680
(BD),N,12.7,0.1296,3.3982,2.958,
(BD),N,13.1,0.1518,2.6991,2.2895,
(BD1),N,13.8,0.0805,2.5485,2.3434,
(BD25),N,12,0.0663,5.2041,4.8592,216270
(BD3),N,13.4,0.1497,2.5619,2.1784,
(BD4),N,13.8,0.1455,2.5394,2.1698,
(BD41),N,12.8,0.0274,5.2907,5.1456,
(BD49),N,12.4,0.0696,5.1902,4.8292,
(BD5),N,11.9,0.1915,3.2039,2.5905,
(BD8),N,13,0.1908,2.6222,2.122,
(BE),N,13.3,0.067,2.7121,2.5305,
(BE),N,13.2,0.1697,2.5969,2.1563,
(BE15),N,13.4,0.0889,3.0288,2.7595,
(BE16),N,13.4,0.2034,2.7524,2.1925,
(BE167),N,13.3,0.081,5.1947,4.7738,
(BE17),N,12.9,0.0273,5.1953,5.0537,
(BE2),N,13.1,0.1184,3.1891,2.8113,
(BE2),N,13.9,0.0548,3.0361,2.8697,
(BE2),N,13.7,0.0975,2.2583,2.0381,11804.94
(BE20),N,13.8,0.149,3.0562,2.6009,
(BE202),N,12.7,0.0939,5.2217,4.7313,
(BE25),N,11.9,0.1378,5.1863,4.4718,
(BE25),N,13.8,0.1822,3.0621,2.5043,
(BE30),N,13.4,0.0467,2.9954,2.8554,
(BE4),N,13.8,0.1567,3.0209,2.5475,
(BE98),N,13.1,0.0605,5.2471,4.9296,
(BF),N,13.7,0.1014,2.3385,2.1015,18687.6
(BF102),N,13.8,0.1312,5.1714,4.4927,
(BF11),N,13.8,0.103,3.0541,2.7394,
(BF15),N,13.8,0.0431,3.0113,2.8816,
(BF2),N,13.7,0.1454,3.1743,2.7129,22554
(BF2),N,12.9,0.0805,3.0454,2.8003,
(BF25),N,13.4,0.135,3.1838,2.754,
(BF3),N,13.6,0.196,2.4593,1.9772,13680
(BF41),N,13.5,0.1688,3.0722,2.5537,
(BF52),N,12.8,0.1541,5.2188,4.4148,49924.8
(BF66),N,13.7,0.0692,2.9856,2.7789,
(BF7),N,13.8,0.0619,3.0385,2.8505,
(BG),N,13.2,0.0967,2.9942,2.7045,
(BG),N,13.1,0.1593,2.6245,2.2063,
(BG),N,13.9,0.1517,2.3308,1.9772,30826.8
(BG11),N,13.5,0.03,2.7293,2.6474,28911.6
(BG132),N,13.4,0.0456,5.1987,4.9616,
(BG17),N,13.7,0.2249,2.7943,2.1659,
(BG3),N,13.1,0.0799,2.8606,2.632,
(BG31),N,13.6,0.1665,2.554,2.1288,
(BG4),N,13.2,0.1913,2.6642,2.1544,
(BG60),N,13.3,0.073,2.9977,2.7789,
(BH13),N,12.9,0.0833,3.9783,3.6469,
(BH164),N,13.7,0.0644,5.1423,4.811,
(BH39),N,12.8,0.0338,5.2334,5.0566,
(BH4),N,12.4,0.1838,3.1682,2.586,
(BH62),N,13.3,0.0465,5.167,4.9268,
(BH73),N,13.9,0.0168,3.221,3.1668,
(BH8),N,13.3,0.1261,2.6741,2.3368,34225.2
(BJ),N,13.4,0.0906,3.0651,2.7874,680400
(BJ),N,13.1,0.0309,2.3493,2.2767,
(BJ1),N,12.7,0.1154,3.2367,2.8632,
(BJ10),N,13.7,0.0713,2.7431,2.5475,
(BJ11),N,13.7,0.1312,3.0311,2.6336,
(BJ14),N,12.8,0.1547,3.0549,2.5823,
(BJ16),N,13.7,0.1629,5.1618,4.3208,
(BJ16),N,13.7,0.1808,2.6427,2.165,
(BJ19),N,12.4,0.0229,5.1853,5.0667,
(BJ2),N,13.1,0.0463,3.056,2.9144,22456.8
(BJ21),N,13.7,0.1145,2.6001,2.3023,
(BJ26),N,12,0.0478,5.2535,5.0025,
(BJ29),N,13.5,0.1458,3.2042,2.737,
(BJ3),N,13.4,0.1132,3.0787,2.7302,
(BJ35),N,13.1,0.1261,5.1933,4.5382,
(BJ39),N,13.1,0.0051,5.2412,5.2143,
(BJ4),N,12.3,0.0814,3.1079,2.8549,
(BJ4),N,13.7,0.2795,2.7415,1.9753,74840.4
(BJ43),N,13.3,0.0521,5.1033,4.8374,
(BJ5),N,13,0.1871,3.2077,2.6074,
(BJ7),N,13.6,0.0773,2.6065,2.405,
(BJ70),N,13,0.0739,5.3253,4.9317,
(BJ73),N,13.3,0.1751,3.1652,2.6109,
(BJ79),N,12.3,0.0628,5.2044,4.8774,
(BK11),N,13.8,0.1074,2.7558,2.4598,14220
(BK12),N,13.5,0.0664,5.1485,4.8069,
(BK13),N,13,0.141,3.1851,2.7362,
(BK14),N,12.5,0.0386,5.1856,4.9854,
(BK14),N,13.6,0.125,3.1419,2.7493,
(BK16),N,11.5,0.0518,5.1278,4.8623,
(BK35),N,12.9,0.1957,3.1002,2.4937,
(BK39),N,12.4,0.1262,5.2368,4.576,
(BK4),N,13.5,0.1765,3.1448,2.5896,
(BK4),N,13.2,0.1491,3.1206,2.6554,
(BK45),N,13.6,0.1276,3.2043,2.7953,
(BK48),N,13.9,0.0913,3.3253,3.0218,
(BK89),N,13.7,0.1248,5.2661,4.6089,
(BK9),N,11.9,0.0808,5.2644,4.8391,
(BK9),N,13.8,0.1655,3.0481,2.5436,
(BL),N,10,0.1019,5.2309,4.6981,35578.8
(BL),N,13.8,0.1466,3.1234,2.6656,
(BL1),N,13.8,0.0576,2.6929,2.5377,
(BL1),N,13.5,0.1593,2.6192,2.2019,
(BL12),N,13.8,0.1272,2.53,2.2083,
(BL23),N,13,0.0245,3.1583,3.081,
(BL3),N,12.4,0.1144,3.0076,2.6634,55080
(BL3),N,13.6,0.2061,2.2566,1.7915,100872
(BL33),N,13.7,0.2126,3.1719,2.4977,
(BL34),N,13.3,0.0838,3.2226,2.9526,
(BL4),N,13.4,0.17,2.5773,2.1391,101782.8
(BL53),N,12.7,0.1093,5.1549,4.5915,
(BL8),N,13.9,0.2185,2.3395,1.8282,
(BL9),N,12.7,0.1397,2.5615,2.2037,
(BL93),N,13.3,0.0906,5.1689,4.7005,
(BM),N,12.9,0.0749,3.1446,2.9093,
(BM1),N,13,0.1088,3.0172,2.689,
(BM116),N,13.5,0.0628,5.1084,4.7878,
(BM117),N,12.9,0.0846,5.213,4.772,
(BM12),N,13.7,0.1723,3.0883,2.5562,39391.2
(BM127),N,13.1,0.1139,5.2276,4.6324,
(BM15),N,12.9,0.0411,3.1561,3.0264,22241.556
(BM168),N,13.4,0.0625,5.2245,4.898,
(BM2),N,13.2,0.1502,3.1149,2.6468,
(BM213),N,12.3,0.0994,5.2352,4.7148,
(BM3),N,13.8,0.194,2.7777,2.2388,
(BM31),N,13.7,0.1684,3.1022,2.5798,
(BM33),N,13.2,0.0721,5.1697,4.7971,
(BM34),N,12.8,0.0811,3.1273,2.8738,
(BM36),N,12.3,0.1819,3.9678,3.2461,
(BM4),N,13.8,0.1867,2.8013,2.2784,
(BM50),N,11.8,0.0243,5.1841,5.0583,
(BM62),N,13.6,0.0643,5.1675,4.8349,
(BM7),N,12.9,0.0611,3.1191,2.9287,
(BM90),N,13.2,0.0545,5.1086,4.8304,
(BN),N,12,0.1168,2.9991,2.6487,
(BN),N,12.7,0.0993,2.7856,2.5089,
(BN),N,13,0.1356,2.6673,2.3055,
(BN10),N,13.7,0.0404,3.0448,2.9218,
(BN14),N,13.4,0.1219,3.1046,2.726,
(BN143),N,12.5,0.079,5.1984,4.7877,
(BN16),N,11.7,0.0554,3.3932,3.2051,
(BN194),N,12.8,0.1142,5.2164,4.6209,
(BN2),N,13.7,0.0818,3.0659,2.8151,
(BN3),N,13.3,0.0532,3.0247,2.8637,
(BN33),N,13.3,0.2092,2.5228,1.9951,
(BN4),N,12.5,0.0337,3.0155,2.914,
(BN4),N,13.7,0.1675,2.6848,2.2351,22370.4
(BN44),N,13.3,0.1024,3.0601,2.7467,
(BN71),N,13.9,0.294,3.175,2.2415,
(BO),N,12,0.1026,3.1845,2.8577,
(BO1),N,13.3,0.0816,3.0693,2.8188,
(BO10),N,13.1,0.0618,3.1303,2.9367,31320
(BO100),N,13.5,0.125,5.2357,4.5812,
(BO13),N,13.5,0.1906,3.3103,2.6794,
(BO13),N,13.8,0.1184,3.0815,2.7166,13863.6
(BO14),N,13.4,0.1039,3.1445,2.8179,19815.552
(BO15),N,13.2,0.0792,3.0057,2.7677,
(BO15),N,13.3,0.2003,2.537,2.0287,
(BO22),N,13.8,0.0586,3.4454,3.2435,73898.28
(BO3),N,13.4,0.2383,3.1684,2.4135,
(BO3),N,13.4,0.232,3.0999,2.3806,
(BO4),N,12.3,0.0638,3.0175,2.825,
(BO44),N,12.5,0.0449,3.2458,3.1001,39722.4
(BO5),N,13.2,0.0107,2.4121,2.3863,
(BP),N,13.4,0.1207,2.6508,2.331,
(BP114),N,13.1,0.0467,5.1982,4.9552,
(BP13),N,13,0.2329,2.691,2.0642,
(BP13),N,12.2,0.1043,2.5993,2.3282,86400
(BP199),N,13.3,0.0781,5.31,4.8956,
(BP2),N,13.5,0.2018,2.3285,1.8587,3193200
(BP25),N,12.2,0.0779,5.1544,4.7526,
(BP25),N,13.5,0.14,3.157,2.7151,
(BP25),N,13.4,0.0794,2.667,2.4554,
(BP3),N,13.4,0.1057,3.1478,2.815,
(BP3),N,13.4,0.135,2.698,2.3338,65538
(BP4),N,13,0.1598,2.9956,2.5167,27194.4
(BP59),N,13.7,0.1295,5.2138,4.5383,
(BP6),N,13.6,0.2397,3.0441,2.3145,
(BP65),N,13.9,0.0708,2.9832,2.7719,
(BP73),N,13.3,0.1887,5.2412,4.2522,
(BP75),N,12.5,0.0798,5.1674,4.7549,
(BP94),N,13.5,0.0605,5.252,4.9343,
(BQ),N,10.6,0.2507,5.198,3.8949,
(BQ),N,13,0.064,2.3887,2.2359,
(BQ110),N,12.8,0.1602,5.1463,4.322,
(BQ14),N,13.5,0.2808,3.0999,2.2294,
(BQ15),N,12.6,0.1871,3.2411,2.6348,
(BQ194),N,13.5,0.1128,5.1626,4.5805,
(BQ2),N,11.9,0.0767,3.4066,3.1452,
(BQ2),N,13.5,0.1986,3.1515,2.5256,23842.8
(BQ21),N,11.8,0.0404,5.2566,5.0442,
(BQ211),N,13.3,0.0437,5.2649,5.0349,
(BQ28),N,13,0.0484,3.0757,2.9267,
(BQ29),N,12,0.0524,5.2174,4.944,
(BQ29),N,13.7,0.1759,3.0562,2.5187,
(BQ3),N,13.7,0.195,2.6416,2.1265,82400.4
(BQ40),N,13.8,0.085,2.7917,2.5546,
(BQ41),N,13.4,0.0464,2.9789,2.8406,
(BQ5),N,11.2,0.1001,5.3137,4.7819,
(BQ5),N,13.7,0.0916,2.9929,2.7189,
(BQ77),N,11.6,0.0765,5.2463,4.8451,
(BR),N,13.9,0.1289,3.0039,2.6167,
(BR1),N,12.2,0.1637,3.1699,2.6508,
(BR1),N,12.8,0.2482,3.1207,2.346,
(BR1),N,13.8,0.2555,2.3681,1.7629,21673.188
(BR14),N,12.9,0.0903,3.0582,2.782,
(BR14),N,13.3,0.1872,2.4739,2.0108,
(BR23),N,13.6,0.1742,3.1721,2.6196,
(BR260),N,13.4,0.0773,5.1959,4.7943,16308
(BR3),N,13.5,0.1975,2.4245,1.9457,
(BR38),N,12.4,0.0065,5.1898,5.1558,15890.4
(BR42),N,13.7,0.0384,3.1287,3.0085,
(BR5),N,13.9,0.1345,3.2036,2.7729,
(BR6),N,13.8,0.0713,2.8056,2.6055,
(BR61),N,13.6,0.0916,5.2418,4.7617,
(BS1),N,13.9,0.1239,2.4528,2.1489,
(BS118),N,13.1,0.0564,5.1818,4.8894,
(BS138),N,12.9,0.1065,5.2332,4.6758,
(BS15),N,10.7,0.0295,5.3211,5.1641,
(BS15),N,13.3,0.182,2.2659,1.8535,15246
(BS16),N,12.4,0.0823,5.175,4.749,
(BS2),N,13.3,0.0525,3.0432,2.8835,
(BS21),N,13.4,0.0986,5.2625,4.7437,
(BS6),N,12.7,0.1479,3.1828,2.712,
(BS9),N,13.4,0.1394,2.6773,2.3042,
(BS91),N,13.5,0.0915,5.2106,4.734,
(BT),N,13.1,0.1061,3.2349,2.8917,14472
(BT),N,13.9,0.0324,2.9658,2.8697,
(BT),N,13.4,0.0828,2.3715,2.1751,61819.2
(BT118),N,13.9,0.0833,3.2452,2.9748,
(BT12),N,13.8,0.1653,3.1231,2.6069,
(BT14),N,12.5,0.0549,3.034,2.8675,
(BT14),N,13.3,0.0545,2.6897,2.5431,
(BT23),N,13.8,0.1414,3.2334,2.7762,
(BT24),N,11.9,0.0959,5.2817,4.7754,
(BT24),N,13.5,0.1319,2.6396,2.2913,
(BT26),N,13.5,0.082,3.1728,2.9125,
(BT28),N,13.2,0.112,3.1811,2.8249,
(BT3),N,13.9,0.0442,2.773,2.6504,
(BT31),N,12.3,0.1079,5.1846,4.6253,
(BT41),N,13.7,0.1044,5.1693,4.6298,
(BT42),N,13.8,0.127,3.1616,2.7599,
(BT65),N,12.4,0.1484,3.9789,3.3884,239324.4
(BT8),N,13.3,0.0376,3.1087,2.9918,
(BT96),N,13.2,0.035,5.1467,4.9664,
(BU),N,12.3,0.1904,2.6,2.1048,187200
(BU1),N,12,0.0609,5.1085,4.7974,
(BU116),N,13.8,0.1152,3.0923,2.7362,
(BU22),N,11.5,0.0577,5.2928,4.9875,
(BU3),N,13.1,0.0851,3.2118,2.9386,
(BU3),N,13.3,0.1395,3.2103,2.7624,
(BU42),N,12.1,0.0644,5.172,4.8389,22878
(BU49),N,13.6,0.1783,2.7896,2.2923,
(BU63),N,13.2,0.0655,3.4141,3.1905,
(BU8),N,13.2,0.2057,3.0374,2.4127,
(BU80),N,11.7,0.0144,5.1158,5.0424,
(BV),N,13,0.1713,5.1492,4.2672,
(BV),N,13.9,0.0806,3.0313,2.7869,11815.2
(BV),N,13.7,0.2261,2.3652,1.8304,13788
(BV105),N,13.9,0.1261,5.2269,4.5679,
(BV119),N,12.6,0.0999,5.2431,4.7191,
(BV2),N,13.6,0.096,2.62,2.3684,14104.8
(BV2),N,12.7,0.1137,2.5766,2.2836,
(BV21),N,13.6,0.3641,3.1168,1.982,
(BV24),N,13.2,0.1616,3.1824,2.6681,12229.2
(BV27),N,13.2,0.2081,3.142,2.4883,
(BV3),N,12.8,0.0512,2.7849,2.6423,
(BV31),N,13.8,0.2378,3.0426,2.3189,
(BV33),N,12.8,0.0621,3.2095,3.0102,
(BV4),N,13,0.0279,3.0511,2.9659,
(BV47),N,13.1,0.0572,5.2067,4.9088,
(BV6),N,13.5,0.037,3.1724,3.055,93384
(BV7),N,13.8,0.0253,3.0668,2.9891,
(BV84),N,13,0.0447,5.3076,5.0705,
(BV9),N,13.9,0.022,3.2183,3.1475,
(BW),N,12.9,0.2154,2.8678,2.25,75265.2
(BW),N,13.8,0.1234,2.6404,2.3145,25689.6
(BW1),N,13.7,0.0122,2.7199,2.6867,
(BW10),N,13.2,0.0393,2.992,2.8744,
(BW11),N,13.6,0.0404,3.0789,2.9544,20556
(BW14),N,13.3,0.0748,2.9717,2.7495,10706.4
(BW15),N,13.9,0.0525,3.1658,2.9996,
(BW158),N,13.5,0.1144,5.191,4.5973,
(BW2),N,13.8,0.1695,3.1336,2.6025,
(BW2),N,13.5,0.223,3.08,2.3931,
(BW24),N,13.4,0.1742,3.1231,2.5789,
(BW25),N,13.4,0.1653,2.6738,2.2319,
(BW35),N,12.9,0.1181,3.9172,3.4544,
(BW42),N,13.9,0.0903,3.222,2.9311,
(BW6),N,13.7,0.1157,3.0583,2.7043,
(BW6),N,13.7,0.0272,2.7243,2.6501,
(BW70),N,12.9,0.0123,5.1459,5.0826,
(BW73),N,13.7,0.2057,3.214,2.553,
(BW8),N,13.7,0.0868,3.1868,2.9101,13309.2
(BX),N,13.1,0.259,3.9625,2.9361,
(BX),N,13.8,0.195,2.3965,1.9291,12794.4
(BX1),N,13.7,0.1706,2.7916,2.3154,25822.8
(BX15),N,13.2,0.1041,5.1631,4.6258,
(BX18),N,13.7,0.3179,6.9054,4.7104,
(BX2),N,13.2,0.1363,3.1705,2.7383,71240.76
(BX24),N,13.5,0.1735,2.766,2.2861,
(BX25),N,13.1,0.0749,2.892,2.6755,17971.2
(BX27),N,13.9,0.1766,3.0732,2.5306,
(BX34),N,13.5,0.1476,3.1674,2.7001,
(BX54),N,13.6,0.0853,5.1846,4.7422,
(BX59),N,13.6,0.2168,3.155,2.4709,
(BX6),N,13.4,0.0409,3.2101,3.079,
(BX6),N,12.8,0.1484,3.1283,2.6641,47195.028
(BX77),N,13.9,0.0527,2.9779,2.8211,
(BX8),N,13.9,0.0663,3.0118,2.812,
(BY1),N,13.1,0.1739,2.784,2.2998,
(BY1),N,13.8,0.184,2.5514,2.0819,
(BY12),N,13.2,0.2563,2.9788,2.2153,
(BY18),N,13.5,0.1513,3.1763,2.6958,
(BY198),N,12.9,0.0549,5.2171,4.9309,
(BY2),N,13.2,0.1647,2.6851,2.243,
(BY28),N,13.6,0.1206,3.124,2.7474,
(BY34),N,13.7,0.0594,5.1467,4.8409,
(BY8),N,13.9,0.1141,3.0867,2.7344,
(BY9),N,13.5,0.0959,5.1455,4.6521,
(BZ),N,11.1,0.0496,5.2354,4.9759,
(BZ),N,13.8,0.1599,2.6645,2.2384,18540
(BZ1),N,12.9,0.1588,3.1939,2.6867,
